dog_id,breed_primary,breed_secondary,breed_mixed
46036853,Australian Shepherd,,TRUE
46036844,Anatolian Shepherd,,TRUE
46036834,Pit Bull Terrier,,TRUE
46036824,English Bulldog,Pit Bull Terrier,TRUE
46036799,English Bulldog,Pit Bull Terrier,TRUE
46036400,Terrier,,FALSE
46036719,Pit Bull Terrier,Mixed Breed,TRUE
46036718,Pit Bull Terrier,,FALSE
46036328,Chihuahua,,FALSE
46036239,Yorkshire Terrier,Poodle,TRUE
46036252,Chihuahua,Maltese,TRUE
46036251,Chihuahua,Maltese,TRUE
46036254,German Shepherd Dog,Mixed Breed,TRUE
46036256,Chihuahua,Maltese,TRUE
46036253,Chihuahua,Maltese,TRUE
46035786,Australian Shepherd,German Shepherd Dog,TRUE
46035785,Miniature Pinscher,Mixed Breed,TRUE
46035649,Chihuahua,Pomeranian,TRUE
46035388,Rhodesian Ridgeback,Mixed Breed,TRUE
46035118,Irish Terrier,Mixed Breed,TRUE
46034575,Doberman Pinscher,,FALSE
46034760,Miniature Pinscher,Mixed Breed,TRUE
46034679,Pit Bull Terrier,,FALSE
46034678,Pit Bull Terrier,Labrador Retriever,TRUE
46034555,Chihuahua,,TRUE
46034038,Pit Bull Terrier,,FALSE
46034035,Pit Bull Terrier,Mixed Breed,TRUE
46034037,Pit Bull Terrier,Shar-Pei,TRUE
46034036,Labrador Retriever,Mixed Breed,TRUE
46033686,Beagle,Mixed Breed,TRUE
46033608,Terrier,,TRUE
46032898,Cattle Dog,,TRUE
46032766,Australian Cattle Dog / Blue Heeler,,TRUE
46032659,Rottweiler,Labrador Retriever,TRUE
46032629,Chihuahua,Mixed Breed,TRUE
46032306,German Shepherd Dog,Mixed Breed,TRUE
46032310,Chihuahua,Mixed Breed,TRUE
46032307,Chihuahua,Mixed Breed,TRUE
46032311,Miniature Pinscher,Mixed Breed,TRUE
46032312,Chihuahua,Cairn Terrier,TRUE
46032305,Cairn Terrier,Mixed Breed,TRUE
46032278,Shepherd,,FALSE
46032212,Chihuahua,Yorkshire Terrier,TRUE
46031573,Shepherd,Cattle Dog,TRUE
46031534,Labrador Retriever,Mixed Breed,TRUE
46031533,Shepherd,Mixed Breed,TRUE
46031052,Chihuahua,,FALSE
46031051,Doberman Pinscher,,FALSE
46031053,German Shepherd Dog,Mixed Breed,TRUE
46031048,Doberman Pinscher,,FALSE
46031049,Poodle,,FALSE
46030621,Chihuahua,,FALSE
46029580,Shepherd,,TRUE
46029570,German Shepherd Dog,,TRUE
46029564,Labrador Retriever,Pointer,TRUE
46029528,Rat Terrier,Shepherd,TRUE
46029527,Poodle,Maltese,TRUE
46029105,Shepherd,Rottweiler,TRUE
46028816,Basset Hound,Chow Chow,TRUE
46028817,Australian Shepherd,,TRUE
46028821,Bullmastiff,,TRUE
46028824,Border Collie,Mixed Breed,TRUE
46028827,Shepherd,,TRUE
46028815,Border Collie,Mixed Breed,TRUE
46028825,German Shepherd Dog,,FALSE
46028812,Labrador Retriever,,FALSE
46027813,Chihuahua,Terrier,TRUE
46027276,Poodle,,FALSE
46026828,Border Terrier,Mixed Breed,TRUE
46026825,German Shepherd Dog,Mixed Breed,TRUE
46026824,German Shepherd Dog,Mixed Breed,TRUE
46026827,German Shepherd Dog,Mixed Breed,TRUE
46026826,Border Terrier,Mixed Breed,TRUE
46026549,Doberman Pinscher,Mixed Breed,TRUE
46026407,American Staffordshire Terrier,Mixed Breed,TRUE
46026329,Terrier,,TRUE
46026328,Terrier,,TRUE
46026016,Pit Bull Terrier,,FALSE
46025699,Chihuahua,,FALSE
46025326,Pit Bull Terrier,Boxer,TRUE
46024981,American Foxhound,,TRUE
46024762,Mastiff,,FALSE
46024909,Pit Bull Terrier,Mixed Breed,TRUE
46024910,Pit Bull Terrier,Shar-Pei,TRUE
46024911,German Shepherd Dog,Mixed Breed,TRUE
46024826,Labrador Retriever,Pit Bull Terrier,TRUE
46024581,Rottweiler,Mixed Breed,TRUE
46024580,Miniature Pinscher,Mixed Breed,TRUE
46024577,Miniature Pinscher,Mixed Breed,TRUE
46024582,Miniature Pinscher,Mixed Breed,TRUE
46024134,Shar-Pei,Mixed Breed,TRUE
46023971,Australian Kelpie,German Shepherd Dog,TRUE
46023970,Rottweiler,,FALSE
46023421,American Bulldog,Mixed Breed,TRUE
46023306,American Staffordshire Terrier,Mixed Breed,TRUE
46023304,Pit Bull Terrier,German Shepherd Dog,TRUE
46023308,Pit Bull Terrier,Mixed Breed,TRUE
46023307,American Staffordshire Terrier,Mixed Breed,TRUE
46023220,Chihuahua,,TRUE
46022677,German Shepherd Dog,Mixed Breed,TRUE
46021930,Great Dane,,FALSE
46021929,Great Dane,,FALSE
46021368,Chihuahua,,FALSE
46021302,Great Dane,,FALSE
46021169,Great Dane,,FALSE
46021045,Hound,,TRUE
46020520,Shepherd,Mixed Breed,TRUE
46020498,German Shepherd Dog,Labrador Retriever,TRUE
46020417,Labrador Retriever,German Shepherd Dog,TRUE
46020360,Border Collie,Australian Shepherd,TRUE
46020257,Belgian Shepherd / Malinois,,FALSE
46020247,Shar-Pei,American Staffordshire Terrier,TRUE
46020216,Cattle Dog,,TRUE
46020208,German Shepherd Dog,,FALSE
46019949,Pointer,Husky,TRUE
46019769,Doberman Pinscher,,TRUE
46019607,Pit Bull Terrier,Mixed Breed,TRUE
46019589,Pit Bull Terrier,Mixed Breed,TRUE
46019599,Chihuahua,,FALSE
46019593,German Shepherd Dog,,FALSE
46019598,Pit Bull Terrier,Mixed Breed,TRUE
46019603,Rottweiler,Doberman Pinscher,TRUE
46019588,Pit Bull Terrier,,FALSE
46019591,Pit Bull Terrier,,FALSE
46019592,Australian Cattle Dog / Blue Heeler,,FALSE
46019595,Pit Bull Terrier,Mixed Breed,TRUE
46019594,German Shepherd Dog,,FALSE
46019355,Rottweiler,Mixed Breed,TRUE
46019354,Rottweiler,Mixed Breed,TRUE
46019357,Rottweiler,Mixed Breed,TRUE
46019358,Rottweiler,Mixed Breed,TRUE
46019356,Rottweiler,Mixed Breed,TRUE
46018764,Shepherd,,TRUE
46018184,Dachshund,Shepherd,TRUE
46018101,Shepherd,Chow Chow,TRUE
46017640,Pit Bull Terrier,,TRUE
46017578,Boxer,,TRUE
46017577,Boxer,Dachshund,TRUE
46017579,Boxer,,TRUE
46017580,Boxer,,TRUE
46017136,Shepherd,Rottweiler,TRUE
46017131,Chihuahua,,FALSE
46017093,American Staffordshire Terrier,,FALSE
46017092,Japanese Chin,,FALSE
46017094,Japanese Chin,,FALSE
46015556,Maltese,Poodle,TRUE
46015393,Pit Bull Terrier,Labrador Retriever,TRUE
46015394,Pit Bull Terrier,Labrador Retriever,TRUE
46015358,Chihuahua,Pug,TRUE
46015359,Black Mouth Cur,German Shepherd Dog,TRUE
46015360,Dalmatian,Saint Bernard,TRUE
46015318,Dachshund,,TRUE
46014441,Pit Bull Terrier,Mixed Breed,TRUE
46014442,Labrador Retriever,Mixed Breed,TRUE
46014369,Canaan Dog,,FALSE
46014370,German Shepherd Dog,,FALSE
46014366,Petit Basset Griffon Vendeen,Mixed Breed,TRUE
46014371,Pit Bull Terrier,,FALSE
46014365,Pit Bull Terrier,,FALSE
46014364,Beagle,Basset Hound,TRUE
46014373,Chihuahua,,FALSE
46014363,German Shepherd Dog,,FALSE
46014372,Chihuahua,,FALSE
46014128,German Shepherd Dog,Mixed Breed,TRUE
46014129,Labrador Retriever,Mixed Breed,TRUE
46014125,Rottweiler,Mixed Breed,TRUE
46014101,Chow Chow,Labrador Retriever,TRUE
46013895,Beagle,Jack Russell Terrier,TRUE
46013073,Boxer,,TRUE
46013326,German Shepherd Dog,Mixed Breed,TRUE
46013327,Pit Bull Terrier,Mixed Breed,TRUE
46013328,Chihuahua,Mixed Breed,TRUE
46013325,Labrador Retriever,Mixed Breed,TRUE
46013216,Boston Terrier,,FALSE
46013099,Shih Tzu,Mixed Breed,TRUE
46013092,Chihuahua,Mixed Breed,TRUE
46013095,Labrador Retriever,Mixed Breed,TRUE
46011525,Boxer,,TRUE
46012737,Boxer,Mixed Breed,TRUE
46012736,Pit Bull Terrier,,FALSE
46011843,Pit Bull Terrier,Mixed Breed,TRUE
46011592,Labrador Retriever,Mixed Breed,TRUE
46011333,Pomeranian,Chihuahua,TRUE
46010807,German Shepherd Dog,,TRUE
46010578,Havanese,Maltese,TRUE
46010579,Labrador Retriever,Hound,TRUE
46009936,Bichon Frise,Cairn Terrier,TRUE
46010339,Shepherd,Boxer,TRUE
46010321,Labrador Retriever,Retriever,TRUE
46009406,German Shepherd Dog,,FALSE
46009005,Bichon Frise,Poodle,TRUE
46008866,Shepherd,German Shepherd Dog,TRUE
46008682,Australian Cattle Dog / Blue Heeler,Basenji,TRUE
46008685,Pit Bull Terrier,,FALSE
46008677,American Bulldog,Mixed Breed,TRUE
46008680,Labrador Retriever,Pit Bull Terrier,TRUE
46008543,Pit Bull Terrier,,FALSE
46008538,American Bulldog,,FALSE
46007147,Chihuahua,,TRUE
46007148,Chihuahua,,TRUE
46006490,Yellow Labrador Retriever,,FALSE
46006492,Pit Bull Terrier,,FALSE
46006102,Jack Russell Terrier,Fox Terrier,TRUE
46006085,Jack Russell Terrier,Fox Terrier,TRUE
46005768,Chow Chow,,TRUE
46005683,Poodle,Labrador Retriever,TRUE
46005445,Labrador Retriever,Yellow Labrador Retriever,TRUE
46005192,Chihuahua,Mixed Breed,TRUE
46004885,Rottweiler,Mixed Breed,TRUE
46004884,Pit Bull Terrier,,FALSE
46004646,Cattle Dog,Mixed Breed,TRUE
46004644,Chihuahua,Mixed Breed,TRUE
46004187,Shiba Inu,Mixed Breed,TRUE
45991321,Pit Bull Terrier,Labrador Retriever,TRUE
45991320,Australian Shepherd,Mixed Breed,TRUE
45991319,Pit Bull Terrier,Mixed Breed,TRUE
45991316,American Staffordshire Terrier,,FALSE
45991318,Pit Bull Terrier,Mixed Breed,TRUE
45990807,Miniature Pinscher,Chihuahua,TRUE
45990333,Labrador Retriever,American Staffordshire Terrier,TRUE
45989878,German Shepherd Dog,Mixed Breed,TRUE
45989809,Pit Bull Terrier,,FALSE
45989811,Pit Bull Terrier,Mixed Breed,TRUE
45989807,Chihuahua,,FALSE
45989532,Labrador Retriever,Mixed Breed,TRUE
45988883,Rottweiler,,FALSE
45988699,Chow Chow,Pit Bull Terrier,TRUE
45987948,Pug,Mixed Breed,TRUE
45987582,Poodle,,TRUE
45986996,German Shepherd Dog,,FALSE
45986964,German Shepherd Dog,,FALSE
45986950,German Shepherd Dog,,FALSE
45986936,Rottweiler,,TRUE
45986430,Australian Cattle Dog / Blue Heeler,Labrador Retriever,TRUE
45986114,Pit Bull Terrier,,FALSE
45986119,Pit Bull Terrier,Mixed Breed,TRUE
45986120,Shar-Pei,Labrador Retriever,TRUE
45984046,Pit Bull Terrier,,FALSE
45983799,Pit Bull Terrier,,FALSE
45983459,Dachshund,Labrador Retriever,TRUE
45983457,Mastiff,,FALSE
45983461,Labrador Retriever,,FALSE
45983463,Labrador Retriever,Chihuahua,TRUE
45983090,Pit Bull Terrier,,FALSE
45983012,Pit Bull Terrier,,TRUE
45982595,Pit Bull Terrier,,FALSE
45982587,Pit Bull Terrier,,FALSE
45982588,German Shepherd Dog,,FALSE
45982590,Pit Bull Terrier,Mixed Breed,TRUE
45982295,German Shepherd Dog,Mixed Breed,TRUE
45982296,Pit Bull Terrier,Mixed Breed,TRUE
45982294,Labrador Retriever,,FALSE
45982291,Pit Bull Terrier,Mixed Breed,TRUE
45981890,Pit Bull Terrier,Mixed Breed,TRUE
45981889,German Shepherd Dog,Mixed Breed,TRUE
45981847,Cocker Spaniel,Mixed Breed,TRUE
45981848,Pit Bull Terrier,Rottweiler,TRUE
45981849,Cairn Terrier,Chihuahua,TRUE
45981462,Pit Bull Terrier,Mixed Breed,TRUE
45981461,Pit Bull Terrier,,FALSE
45981052,Boxer,,FALSE
45980944,Standard Poodle,Labrador Retriever,TRUE
45980779,Great Dane,,FALSE
45980774,Boxer,,TRUE
45980729,Australian Cattle Dog / Blue Heeler,,TRUE
45979897,Brussels Griffon,,FALSE
45979741,Pit Bull Terrier,Mixed Breed,TRUE
45979740,Pit Bull Terrier,,FALSE
45979462,Pit Bull Terrier,Mixed Breed,TRUE
45979461,Pit Bull Terrier,Mixed Breed,TRUE
45979465,American Staffordshire Terrier,,FALSE
45979463,Australian Cattle Dog / Blue Heeler,Mixed Breed,TRUE
45979464,Pit Bull Terrier,,FALSE
45979105,Terrier,,TRUE
45979107,Australian Shepherd,,TRUE
45979108,Jack Russell Terrier,,TRUE
45978725,Chihuahua,Beagle,TRUE
45978470,Pit Bull Terrier,,TRUE
45978471,German Shepherd Dog,,FALSE
45978265,Yorkshire Terrier,,FALSE
45977840,Shepherd,,TRUE
45977842,Labrador Retriever,,TRUE
45977676,Cairn Terrier,,TRUE
45977178,Great Dane,,FALSE
45977106,Manchester Terrier,Dachshund,TRUE
45977105,Manchester Terrier,Dachshund,TRUE
45977107,Manchester Terrier,Dachshund,TRUE
45976736,Chihuahua,,FALSE
45976653,Cattle Dog,Labrador Retriever,TRUE
45976651,German Shepherd Dog,Mixed Breed,TRUE
45976627,Brussels Griffon,,TRUE
45976215,Black Mouth Cur,Mixed Breed,TRUE
45976216,Cattle Dog,Mixed Breed,TRUE
45975018,Labrador Retriever,,TRUE
45975161,Pit Bull Terrier,Mixed Breed,TRUE
45975092,American Bulldog,,FALSE
45975090,Pit Bull Terrier,Boxer,TRUE
45975091,Australian Shepherd,,FALSE
45975093,Pit Bull Terrier,,FALSE
45974263,Pit Bull Terrier,,FALSE
45974206,Pit Bull Terrier,,FALSE
45973132,Shepherd,Mixed Breed,TRUE
45973133,Shepherd,Mixed Breed,TRUE
45973135,Shepherd,Mixed Breed,TRUE
45972708,Pit Bull Terrier,,TRUE
45972698,Coonhound,Treeing Walker Coonhound,TRUE
45972651,Labrador Retriever,Golden Retriever,TRUE
45972236,Boxer,Pit Bull Terrier,TRUE
45971845,Pit Bull Terrier,,FALSE
45971837,Pit Bull Terrier,,FALSE
45971817,Labrador Retriever,Mixed Breed,TRUE
45971819,Pit Bull Terrier,,FALSE
45971824,Pit Bull Terrier,Mixed Breed,TRUE
45971826,Labrador Retriever,Mixed Breed,TRUE
45970529,American Staffordshire Terrier,Rottweiler,TRUE
45970532,Doberman Pinscher,Hound,TRUE
45968186,Lhasa Apso,,TRUE
45968122,Chihuahua,Miniature Pinscher,TRUE
45967542,Rottweiler,,FALSE
45967510,Dachshund,Chihuahua,TRUE
45967479,Rottweiler,,FALSE
45967303,Rottweiler,,FALSE
45966779,Cardigan Welsh Corgi,Chihuahua,TRUE
45966097,Chihuahua,Mixed Breed,TRUE
45965819,Cattle Dog,Australian Shepherd,TRUE
45965894,Pit Bull Terrier,,FALSE
45965893,Border Collie,Cocker Spaniel,TRUE
45965757,Boxer,Yellow Labrador Retriever,TRUE
45964261,Labrador Retriever,Mixed Breed,TRUE
45963569,Labrador Retriever,Pit Bull Terrier,TRUE
45963046,Pit Bull Terrier,,FALSE
45962488,Dachshund,,TRUE
45962487,German Shepherd Dog,,TRUE
45961780,Chihuahua,,FALSE
45961769,Chihuahua,,FALSE
45961626,Chihuahua,,FALSE
45961506,Chihuahua,,FALSE
45961167,Chihuahua,,FALSE
45961282,Labrador Retriever,Mixed Breed,TRUE
45961276,Pit Bull Terrier,Mixed Breed,TRUE
45961274,Pit Bull Terrier,,FALSE
45961270,Labrador Retriever,German Shepherd Dog,TRUE
45960558,Mastiff,,TRUE
45960550,Terrier,,TRUE
45960540,Labrador Retriever,,TRUE
45960478,Terrier,,TRUE
45960477,Spaniel,,TRUE
45960471,Terrier,,FALSE
45960467,Terrier,,TRUE
45960469,Terrier,,TRUE
45960468,Terrier,,TRUE
45960169,Australian Shepherd,Labrador Retriever,TRUE
45959146,Hound,,TRUE
45958461,Chihuahua,,TRUE
45958443,Yorkshire Terrier,Chihuahua,TRUE
45958310,Labrador Retriever,Shepherd,TRUE
45958287,Great Dane,,FALSE
45958288,Great Dane,,FALSE
45958289,Great Dane,,FALSE
45958286,Great Dane,,FALSE
45958095,Italian Greyhound,Chihuahua,TRUE
45957177,Pit Bull Terrier,Mixed Breed,TRUE
45957175,Pit Bull Terrier,Mixed Breed,TRUE
45957176,Pit Bull Terrier,Mixed Breed,TRUE
45957165,Pit Bull Terrier,Labrador Retriever,TRUE
45956992,Jack Russell Terrier,Cattle Dog,TRUE
45956735,Pit Bull Terrier,Border Collie,TRUE
45956452,German Shepherd Dog,,TRUE
45956456,Miniature Pinscher,,TRUE
45956436,Miniature Pinscher,,TRUE
45956128,Chihuahua,Mixed Breed,TRUE
45955908,Dachshund,,TRUE
45955903,Yorkshire Terrier,,TRUE
45955724,Schnauzer,Poodle,TRUE
45955735,Chihuahua,,FALSE
45953330,Chihuahua,,FALSE
45955437,Shar-Pei,,FALSE
45955247,Siberian Husky,,FALSE
45954648,Pit Bull Terrier,,FALSE
45953855,Yorkshire Terrier,,TRUE
45953907,Beagle,Cattle Dog,TRUE
45953876,Australian Shepherd,Border Collie,TRUE
45953858,Mixed Breed,,FALSE
45953810,Cattle Dog,,TRUE
45953724,German Shepherd Dog,Doberman Pinscher,TRUE
45953374,German Shepherd Dog,,FALSE
45953335,German Shepherd Dog,,TRUE
45952980,Poodle,,TRUE
45952969,American Staffordshire Terrier,,FALSE
45952956,Chihuahua,Dachshund,TRUE
45952809,Pug,Chihuahua,TRUE
45952077,Shepherd,Wirehaired Terrier,TRUE
45951945,Beagle,Australian Shepherd,TRUE
45951775,Australian Shepherd,Beagle,TRUE
45951597,Australian Cattle Dog / Blue Heeler,Mixed Breed,TRUE
45951204,Australian Shepherd,Border Collie,TRUE
45949924,American Bulldog,Mixed Breed,TRUE
45949926,Pit Bull Terrier,,FALSE
45949286,Terrier,,TRUE
45947798,Spaniel,,TRUE
45947668,Chihuahua,,FALSE
45946440,Black Labrador Retriever,,TRUE
45945953,Shih Tzu,,TRUE
45945837,Terrier,,TRUE
45945503,Collie,Australian Shepherd,TRUE
45945515,Chihuahua,,TRUE
45945514,Chihuahua,,TRUE
45944719,Pit Bull Terrier,American Bulldog,TRUE
45944721,Pit Bull Terrier,,FALSE
45944514,Pit Bull Terrier,,TRUE
45944498,Pit Bull Terrier,,TRUE
45944489,Cattle Dog,,TRUE
45944485,Shiba Inu,,TRUE
45944467,Cattle Dog,,TRUE
45944450,Labrador Retriever,,TRUE
45944425,Retriever,,TRUE
45944336,Pit Bull Terrier,,TRUE
45944351,Labrador Retriever,Mixed Breed,TRUE
45944303,American Bulldog,Pit Bull Terrier,TRUE
45944137,Pit Bull Terrier,,FALSE
45944075,Labrador Retriever,,TRUE
45943966,Pit Bull Terrier,,TRUE
45944026,Labrador Retriever,Pit Bull Terrier,TRUE
45943931,Cattle Dog,Shepherd,TRUE
45942686,Shar-Pei,,FALSE
45942685,Pit Bull Terrier,Mixed Breed,TRUE
45941449,Chihuahua,,FALSE
45939383,Pit Bull Terrier,Mixed Breed,TRUE
45939387,Australian Kelpie,Mixed Breed,TRUE
45939304,Pit Bull Terrier,,FALSE
45939305,Pit Bull Terrier,Mixed Breed,TRUE
45938697,Rottweiler,,TRUE
45938688,Shepherd,,TRUE
45938176,Shepherd,,TRUE
45938153,American Bulldog,,TRUE
45938133,Bluetick Coonhound,Pointer,TRUE
45938090,Shepherd,,TRUE
45935770,Black Labrador Retriever,,TRUE
45935772,Spaniel,,TRUE
45935047,Chihuahua,,TRUE
45934989,Chihuahua,,TRUE
45933952,Shar-Pei,,TRUE
45933612,Labrador Retriever,American Staffordshire Terrier,TRUE
45933648,Pit Bull Terrier,,FALSE
45933591,Labrador Retriever,American Staffordshire Terrier,TRUE
45933565,Labrador Retriever,American Staffordshire Terrier,TRUE
45933557,Labrador Retriever,American Staffordshire Terrier,TRUE
45932622,Pit Bull Terrier,,FALSE
45932171,Cane Corso,American Staffordshire Terrier,TRUE
45931063,Pit Bull Terrier,Mixed Breed,TRUE
45930954,Rottweiler,,FALSE
45930919,Labrador Retriever,Border Collie,TRUE
45930918,Labrador Retriever,Mixed Breed,TRUE
45930917,Labrador Retriever,Mixed Breed,TRUE
45930915,Labrador Retriever,Mixed Breed,TRUE
45930920,Labrador Retriever,Border Collie,TRUE
45930921,Labrador Retriever,Mixed Breed,TRUE
45930413,Labrador Retriever,Mixed Breed,TRUE
45930414,German Shepherd Dog,Boxer,TRUE
45929099,Labrador Retriever,Mixed Breed,TRUE
45926936,Labrador Retriever,Mixed Breed,TRUE
45926194,Pit Bull Terrier,,FALSE
45926195,Chihuahua,Mixed Breed,TRUE
45926193,Pit Bull Terrier,,FALSE
45926186,Labrador Retriever,Pit Bull Terrier,TRUE
45926188,German Shepherd Dog,,FALSE
45926184,Shar-Pei,Pit Bull Terrier,TRUE
45926117,Chihuahua,,FALSE
45926121,Staffordshire Bull Terrier,,FALSE
45925597,Boxer,,TRUE
45924128,Mixed Breed,,FALSE
45923847,Boston Terrier,Whippet,TRUE
45923234,German Shepherd Dog,,FALSE
45923092,Australian Cattle Dog / Blue Heeler,Pit Bull Terrier,TRUE
45922816,Chihuahua,Mixed Breed,TRUE
45922812,Pit Bull Terrier,,FALSE
45922723,Labrador Retriever,Mixed Breed,TRUE
45922721,Border Collie,Mixed Breed,TRUE
45922719,Pit Bull Terrier,Mixed Breed,TRUE
45921844,Husky,,FALSE
45921660,Pit Bull Terrier,Mixed Breed,TRUE
45916272,Australian Cattle Dog / Blue Heeler,Labrador Retriever,TRUE
45916324,Australian Cattle Dog / Blue Heeler,,FALSE
45916257,Australian Cattle Dog / Blue Heeler,Labrador Retriever,TRUE
45916220,Australian Cattle Dog / Blue Heeler,Labrador Retriever,TRUE
45916208,Australian Cattle Dog / Blue Heeler,Labrador Retriever,TRUE
45915174,Australian Cattle Dog / Blue Heeler,Labrador Retriever,TRUE
45915016,Australian Cattle Dog / Blue Heeler,Labrador Retriever,TRUE
45913561,Labrador Retriever,Mixed Breed,TRUE
45913559,Labrador Retriever,Mixed Breed,TRUE
45913558,Chihuahua,Dachshund,TRUE
45913519,Labrador Retriever,Mixed Breed,TRUE
45913514,Labrador Retriever,Mixed Breed,TRUE
45913176,Australian Cattle Dog / Blue Heeler,,TRUE
45912079,Dachshund,,TRUE
45911693,Chocolate Labrador Retriever,,FALSE
45910919,Terrier,,TRUE
45910780,German Shepherd Dog,,TRUE
45910723,German Shepherd Dog,Mixed Breed,TRUE
45910674,German Shepherd Dog,,TRUE
45910245,German Shepherd Dog,Mixed Breed,TRUE
45910242,Chihuahua,Mixed Breed,TRUE
45910236,Pit Bull Terrier,,FALSE
45910221,Pit Bull Terrier,,FALSE
45909886,Pit Bull Terrier,Mixed Breed,TRUE
45909641,Great Dane,,FALSE
45909640,Great Dane,,FALSE
45909444,Pit Bull Terrier,Mixed Breed,TRUE
45909393,Italian Greyhound,Chihuahua,TRUE
45908690,Labrador Retriever,Mixed Breed,TRUE
45908662,American Staffordshire Terrier,Mixed Breed,TRUE
45908661,Pit Bull Terrier,Mixed Breed,TRUE
45908130,Chihuahua,,FALSE
45908164,American Staffordshire Terrier,Mixed Breed,TRUE
45907063,German Shepherd Dog,,TRUE
45906215,Pit Bull Terrier,,FALSE
45906209,Pit Bull Terrier,Shar-Pei,TRUE
45906207,Pit Bull Terrier,Mixed Breed,TRUE
45906197,Labrador Retriever,Mixed Breed,TRUE
45905869,Australian Cattle Dog / Blue Heeler,Mixed Breed,TRUE
45903409,Labrador Retriever,,TRUE
45903381,Plott Hound,Labrador Retriever,TRUE
45903276,German Shorthaired Pointer,,TRUE
45902445,Australian Cattle Dog / Blue Heeler,,TRUE
45902372,Chihuahua,,TRUE
45901552,Shar-Pei,Mixed Breed,TRUE
45901272,Labrador Retriever,Australian Cattle Dog / Blue Heeler,TRUE
45901103,Chihuahua,Mixed Breed,TRUE
45900009,Chihuahua,Mixed Breed,TRUE
45900010,Chihuahua,Mixed Breed,TRUE
45900011,Yorkshire Terrier,Mixed Breed,TRUE
45899289,Chihuahua,Mixed Breed,TRUE
45899283,Chihuahua,Parson Russell Terrier,TRUE
45898948,German Shepherd Dog,,TRUE
45898111,Pit Bull Terrier,Mixed Breed,TRUE
45898102,Pit Bull Terrier,,FALSE
45896760,Pharaoh Hound,Great Dane,TRUE
45895851,Boxer,Mastiff,TRUE
45895724,Australian Cattle Dog / Blue Heeler,,FALSE
45895735,Jack Russell Terrier,,TRUE
45895732,Shar-Pei,Mixed Breed,TRUE
45895468,Siberian Husky,,FALSE
45895062,Australian Shepherd,,TRUE
45895031,German Shepherd Dog,Australian Cattle Dog / Blue Heeler,TRUE
45894941,Labrador Retriever,Hound,TRUE
45893586,Pit Bull Terrier,,FALSE
45893557,Chihuahua,,TRUE
45893235,Pit Bull Terrier,,FALSE
45893241,Pit Bull Terrier,,FALSE
45892670,Pit Bull Terrier,Mixed Breed,TRUE
45892048,Chihuahua,Mixed Breed,TRUE
45891770,Pit Bull Terrier,,FALSE
45891549,Hound,,TRUE
45891496,Australian Cattle Dog / Blue Heeler,,TRUE
45891461,Australian Cattle Dog / Blue Heeler,,TRUE
45890014,Chihuahua,Mixed Breed,TRUE
45889338,Chihuahua,,TRUE
45889946,Australian Shepherd,,TRUE
45889353,American Staffordshire Terrier,American Bulldog,TRUE
45888955,Bichon Frise,,FALSE
45887898,Doberman Pinscher,,FALSE
45887091,Pit Bull Terrier,,FALSE
45887092,Staffordshire Bull Terrier,,FALSE
45887084,German Shepherd Dog,Labrador Retriever,TRUE
45884845,English Bulldog,French Bulldog,TRUE
45882817,Terrier,,TRUE
45882733,Terrier,Chihuahua,TRUE
45881426,Pit Bull Terrier,Mixed Breed,TRUE
45881418,Pit Bull Terrier,,FALSE
45880897,Boxer,Mixed Breed,TRUE
45880560,Australian Shepherd,Akita,TRUE
45880494,Bluetick Coonhound,,FALSE
45880457,Australian Cattle Dog / Blue Heeler,,TRUE
45880202,Pit Bull Terrier,,FALSE
45876886,Boxer,American Staffordshire Terrier,TRUE
45875766,Rottweiler,Shar-Pei,TRUE
45875584,English Setter,Australian Shepherd,TRUE
45875495,Dachshund,Pomeranian,TRUE
45874692,Pit Bull Terrier,,FALSE
45874148,Pit Bull Terrier,Mixed Breed,TRUE
45872208,Mastiff,,FALSE
45872164,Labrador Retriever,German Shepherd Dog,TRUE
45871967,Mastiff,,FALSE
45871968,Great Dane,,FALSE
45871695,Mastiff,,FALSE
45869286,Australian Cattle Dog / Blue Heeler,,TRUE
45867983,Husky,,FALSE
45867087,Chihuahua,Mixed Breed,TRUE
45866594,Chihuahua,Mixed Breed,TRUE
45866590,Labrador Retriever,Mixed Breed,TRUE
45866286,German Shepherd Dog,Shar-Pei,TRUE
45866120,Black and Tan Coonhound,Coonhound,TRUE
45865838,Black and Tan Coonhound,Coonhound,TRUE
45865133,Chihuahua,Mixed Breed,TRUE
45865130,American Staffordshire Terrier,Mixed Breed,TRUE
45864591,Chihuahua,,TRUE
45864162,German Shepherd Dog,,TRUE
45863545,Pit Bull Terrier,Mixed Breed,TRUE
45862226,Border Collie,,TRUE
45860998,Chow Chow,Australian Shepherd,TRUE
45860867,Pit Bull Terrier,,FALSE
45860524,Basenji,Mixed Breed,TRUE
45854857,Staffordshire Bull Terrier,,FALSE
45854854,Pit Bull Terrier,,FALSE
45853858,Australian Kelpie,,TRUE
45853706,Pit Bull Terrier,,FALSE
45853707,Rottweiler,Mixed Breed,TRUE
45853456,Boston Terrier,Chihuahua,TRUE
45852644,Terrier,,TRUE
45850634,Shar-Pei,,TRUE
45849226,Shepherd,,TRUE
45847607,Australian Kelpie,Mixed Breed,TRUE
45847358,Pit Bull Terrier,,FALSE
45847354,Shar-Pei,Boxer,TRUE
45847356,American Bulldog,Mixed Breed,TRUE
